,Price,Sentiment
0,167.22999572753906,-0.1197
1,137.44000244140625,-0.5574
2,136.72000122070312,0.4215
3,172.10000610351562,0.0
4,131.55999755859375,-0.3182
5,137.1300048828125,0.6597
6,145.3800048828125,0.0
7,167.57000732421875,0.6369
8,177.77000427246094,-0.4278
9,173.02999877929688,0.2023
10,157.64999389648438,0.0
11,145.49000549316406,0.3182
12,171.52000427246094,0.0
13,167.39999389648438,0.0
14,163.6199951171875,0.2732
15,154.08999633789062,0.0
16,173.19000244140625,0.0
17,155.80999755859375,0.3818
18,171.52000427246094,0.0547
19,163.42999267578125,0.0
20,165.3800048828125,0.3751
21,140.36000061035156,0.1779
22,157.9600067138672,0.296
23,159.47999572753906,0.296
24,167.66000366210938,-0.0772
25,137.1300048828125,0.4215
26,164.8699951171875,0.0
27,149.63999938964844,-0.3182
28,167.39999389648438,0.0
29,166.4199981689453,0.6369
30,145.49000549316406,0.6486
31,156.8000030517578,0.0
32,148.7100067138672,0.0
33,163.42999267578125,-0.2263
34,174.61000061035156,0.1779
35,152.9499969482422,-0.5994
36,157.35000610351562,0.2103
37,143.11000061035156,0.3182
38,136.72000122070312,-0.6249
39,141.55999755859375,0.5719
40,165.3800048828125,0.34
41,170.39999389648438,-0.4278
42,161.7899932861328,-0.743
43,159.47999572753906,0.7297
44,165.2899932861328,0.8807
45,140.36000061035156,-0.2732
46,147.9600067138672,0.1779
47,164.8699951171875,0.8271
48,137.1300048828125,0.0
49,130.05999755859375,-0.4278
50,164.9199981689453,0.0
51,157.27999877929688,-0.5106
52,137.35000610351562,-0.3328
53,140.36000061035156,-0.2808
54,142.63999938964844,-0.1027
55,177.77000427246094,0.802
56,165.2899932861328,0.0
57,156.57000732421875,-0.4767
58,165.80999755859375,0.7297
59,163.63999938964844,0.2732
60,154.08999633789062,0.6486
61,165.80999755859375,0.5859
62,174.14999389648438,0.4019
63,170.02999877929688,0.5525
64,154.4600067138672,0.7297
65,145.5399932861328,0.0
66,137.58999633789062,0.3612
67,132.75999450683594,0.1027
68,147.07000732421875,0.7184
69,167.22999572753906,0.4939
70,154.52999877929688,0.3612
71,168.82000732421875,0.6808
72,174.72000122070312,0.0
73,152.05999755859375,0.6643
74,138.27000427246094,0.5859
75,137.44000244140625,0.0
76,138.92999267578125,0.3818
77,164.8699951171875,-0.5267
78,146.5,0.0
79,148.7100067138672,0.4144
80,137.1300048828125,-0.4019
81,142.9199981689453,-0.128
82,151.0,0.7783
83,173.02999877929688,0.0
84,171.52000427246094,0.0
85,154.50999450683594,0.0
86,138.92999267578125,0.8494
87,145.86000061035156,0.7351
88,163.6199951171875,-0.296
89,166.1300048828125,0.6841
90,169.24000549316406,-0.2732
91,157.22000122070312,0.4215
92,155.9600067138672,-0.2263
93,153.83999633789062,0.765
94,167.22999572753906,0.0
95,152.05999755859375,-0.5994
96,149.24000549316406,-0.7579
97,148.83999633789062,0.6166
98,153.0399932861328,-0.25
99,165.80999755859375,0.0
100,164.8699951171875,0.3612
101,163.42999267578125,0.5719
102,155.30999755859375,0.9707
103,160.6199951171875,0.765
104,165.3800048828125,0.0
105,162.8800048828125,0.6908
106,152.05999755859375,0.3612
107,137.35000610351562,-0.186
108,138.27000427246094,0.7804
109,141.66000366210938,0.7297
110,139.22999572753906,0.802
111,139.22999572753906,0.4404
112,166.1300048828125,-0.25
113,164.8699951171875,0.5994
114,174.14999389648438,0.4767
115,167.57000732421875,-0.3182
116,157.22000122070312,0.874
117,168.82000732421875,-0.7783
118,165.2899932861328,0.5319
119,166.02000427246094,0.368
120,145.5399932861328,0.0
121,151.2100067138672,0.5423
122,146.13999938964844,0.34
123,145.49000549316406,0.4404
124,154.08999633789062,0.5904
125,156.7899932861328,-0.5106
126,164.9199981689453,0.5319
127,171.52000427246094,0.0
128,163.6199951171875,-0.3182
129,157.27999877929688,0.0
130,140.82000732421875,-0.7003
131,137.58999633789062,-0.1027
132,140.52000427246094,0.4404
133,148.83999633789062,0.4019
134,145.3800048828125,-0.7506
135,135.42999267578125,0.5319
136,135.8699951171875,0.5319
137,138.27000427246094,0.0
138,141.66000366210938,0.0
139,144.8699951171875,0.296
140,150.1699981689453,0.128
141,153.0399932861328,0.0
142,151.60000610351562,0.0
143,174.14999389648438,0.5423
144,163.6199951171875,0.0
145,177.77000427246094,0.0
146,174.61000061035156,0.6705
147,174.61000061035156,0.0
148,165.75,-0.3182
149,165.07000732421875,0.9493
150,156.57000732421875,0.7003
151,146.5,-0.6124
152,137.58999633789062,-0.25
153,148.83999633789062,0.0
154,145.3800048828125,-0.5106
155,142.63999938964844,0.2263
156,137.1300048828125,-0.2732
157,132.75999450683594,0.6908
158,130.05999755859375,-0.7783
159,141.55999755859375,0.0
160,146.35000610351562,0.8625
161,147.0399932861328,-0.34
162,145.86000061035156,0.4404
163,154.08999633789062,-0.5106
164,154.08999633789062,0.0
165,152.9499969482422,0.0
166,167.22999572753906,0.0
167,158.91000366210938,0.9022
168,154.52999877929688,0.7184
169,157.3699951171875,0.8225
170,165.3800048828125,0.1027
171,168.82000732421875,0.8971
172,174.72000122070312,-0.25
173,178.9600067138672,0.2023
174,174.61000061035156,0.8481
175,174.61000061035156,0.8971
176,178.44000244140625,0.8971
177,167.66000366210938,0.0
178,170.39999389648438,0.0
179,165.07000732421875,0.8971
180,167.22999572753906,0.0
181,157.64999389648438,0.7824
182,157.64999389648438,0.4404
183,159.47999572753906,-0.9325
184,166.02000427246094,0.0
185,156.77000427246094,0.0
186,142.55999755859375,0.4404
187,149.24000549316406,0.0
188,140.82000732421875,0.0
189,140.36000061035156,-0.0772
190,148.83999633789062,0.296
191,148.83999633789062,0.5319
192,151.2100067138672,0.0
193,146.13999938964844,0.0
194,148.7100067138672,0.6249
195,131.8800048828125,-0.1027
196,130.05999755859375,0.7804
197,141.66000366210938,0.5319
198,137.44000244140625,0.0
199,136.72000122070312,0.9169
200,142.9199981689453,0.5319
201,145.86000061035156,-0.5106
202,148.47000122070312,0.872
203,152.9499969482422,0.836
204,157.35000610351562,0.0
205,164.9199981689453,-0.4588
206,168.49000549316406,0.0
207,174.5500030517578,0.2023
208,157.9600067138672,0.5994
209,165.3800048828125,0.4019
210,177.77000427246094,0.8971
211,172.13999938964844,0.8971
212,167.39999389648438,0.1779
213,167.39999389648438,-0.4939
214,161.7899932861328,0.3818
215,163.63999938964844,0.0
216,157.64999389648438,0.9485
217,157.64999389648438,0.3612
218,159.47999572753906,-0.4019
219,159.47999572753906,0.0
220,166.02000427246094,0.8971
221,166.02000427246094,0.0
222,156.77000427246094,-0.4939
223,149.24000549316406,0.0
224,140.36000061035156,0.0
225,140.52000427246094,0.0
226,142.63999938964844,0.5319
227,137.1300048828125,0.5319
228,131.8800048828125,0.7351
229,130.05999755859375,0.0
230,135.35000610351562,0.5319
231,138.27000427246094,0.6124
232,138.92999267578125,0.2732
233,141.55999755859375,0.1531
234,147.0399932861328,0.4215
235,145.86000061035156,-0.2023
236,150.1699981689453,0.0
237,151.60000610351562,0.3818
238,157.35000610351562,0.0
239,166.1300048828125,0.0
240,166.1300048828125,0.0
241,168.49000549316406,-0.4767
242,172.10000610351562,0.6486
243,174.14999389648438,0.4019
244,171.52000427246094,0.765
245,170.02999877929688,0.4215
246,170.02999877929688,0.7804
247,155.9600067138672,0.5859
248,155.30999755859375,0.0
249,152.3699951171875,-0.2023
250,160.6199951171875,0.128
251,160.6199951171875,0.7804
252,163.97999572753906,0.0
253,174.07000732421875,0.2023
254,174.72000122070312,0.8256
255,174.30999755859375,0.296
256,174.30999755859375,0.0772
257,178.44000244140625,0.6597
258,171.8300018310547,0.0
259,171.8300018310547,0.7506
260,171.8300018310547,0.2023
261,171.8300018310547,0.8971
262,165.75,0.8971
263,165.75,0.5319
264,165.2899932861328,0.0
265,165.07000732421875,0.0
266,165.07000732421875,0.1779
267,167.22999572753906,0.0
268,161.7899932861328,-0.4404
269,162.8800048828125,0.8429
270,163.63999938964844,0.0258
271,157.64999389648438,0.0
272,159.47999572753906,-0.4767
273,159.47999572753906,0.6597
274,166.02000427246094,0.0
275,156.77000427246094,0.7804
276,152.05999755859375,-0.5106
277,154.50999450683594,0.25
278,147.11000061035156,0.0
279,149.24000549316406,0.8971
280,140.82000732421875,0.7269
281,140.82000732421875,-0.4767
282,145.3800048828125,0.5319
283,148.7100067138672,0.0
284,131.8800048828125,0.5319
285,132.75999450683594,0.5319
286,130.05999755859375,0.0
287,131.55999755859375,0.6597
288,141.66000366210938,0.0
289,136.72000122070312,0.3182
290,141.55999755859375,0.4019
291,146.35000610351562,0.7804
292,147.0399932861328,0.0
293,145.49000549316406,0.7579
294,145.49000549316406,-0.4019
295,147.07000732421875,0.9141
296,152.9499969482422,-0.5146
297,151.60000610351562,0.0
298,160.00999450683594,0.0
299,164.8699951171875,0.1027
300,164.8699951171875,0.0
301,164.9199981689453,0.6124
302,172.10000610351562,0.0
303,173.02999877929688,0.2263
304,174.14999389648438,0.2023
305,167.57000732421875,-0.128
306,167.22999572753906,0.0
307,170.02999877929688,-0.0258
308,155.80999755859375,0.0
309,155.80999755859375,0.5319
310,157.3699951171875,0.8971
311,163.42999267578125,0.0
312,152.3699951171875,0.0
313,163.97999572753906,0.7804
314,163.97999572753906,0.0
315,165.3800048828125,0.8555
316,168.82000732421875,0.8519
317,170.2100067138672,0.4404
318,170.2100067138672,0.4019
319,170.2100067138672,0.7506
320,175.60000610351562,0.0
321,178.9600067138672,0.0
322,178.44000244140625,0.8567
323,178.44000244140625,0.0
324,175.05999755859375,0.8971
325,171.8300018310547,0.0
326,171.8300018310547,0.6249
327,172.13999938964844,0.8316
328,167.66000366210938,0.0
329,167.39999389648438,0.0772
330,167.39999389648438,0.8971
331,166.4199981689453,0.7783
332,166.4199981689453,0.0
333,161.7899932861328,0.0
334,162.8800048828125,0.0
335,156.8000030517578,-0.7351
336,156.8000030517578,0.7783
337,157.64999389648438,0.4404
338,157.64999389648438,0.3612
339,157.9600067138672,0.0
340,157.9600067138672,0.1027
341,156.77000427246094,0.8591
342,156.77000427246094,0.0
343,157.27999877929688,0.8971
344,152.05999755859375,0.0
345,154.50999450683594,-0.1779
346,146.5,0.0
347,142.55999755859375,0.765
348,142.55999755859375,0.5106
349,140.82000732421875,0.0
350,137.35000610351562,0.0
351,140.36000061035156,0.8143
352,140.52000427246094,0.8271
353,140.52000427246094,0.0
354,140.52000427246094,0.5859
355,143.77999877929688,-0.34
356,148.83999633789062,0.0
357,148.7100067138672,0.6597
358,148.7100067138672,-0.6705
359,142.63999938964844,0.1354
360,132.75999450683594,0.0
361,132.75999450683594,0.34
362,132.75999450683594,-0.2732
363,135.42999267578125,0.8658
364,131.55999755859375,0.9022
365,131.55999755859375,0.5319
366,131.55999755859375,0.0
367,135.8699951171875,0.7964
368,135.35000610351562,0.836
369,141.66000366210938,0.5319
370,141.66000366210938,-0.4939
371,137.44000244140625,0.4939
372,139.22999572753906,0.0
373,139.22999572753906,0.6124
374,136.72000122070312,0.3818
375,138.92999267578125,0.6486
376,142.9199981689453,0.0
377,142.9199981689453,0.6124
378,146.35000610351562,0.6841
379,144.8699951171875,0.6486
380,144.8699951171875,0.4404
381,150.1699981689453,0.0
382,150.1699981689453,0.8074
383,147.07000732421875,0.7184
384,151.0,0.8964
385,151.0,0.9049
386,151.60000610351562,-0.128
387,156.7899932861328,0.6124
388,156.7899932861328,-0.4939
389,157.35000610351562,0.0
390,157.35000610351562,-0.7269
391,162.50999450683594,0.7845
392,161.50999450683594,0.0
393,161.50999450683594,0.0
394,161.50999450683594,0.0
395,160.00999450683594,0.8519
396,166.1300048828125,0.0
397,165.80999755859375,0.0
398,165.35000610351562,0.0
399,165.35000610351562,0.4767
400,164.8699951171875,0.0
401,164.9199981689453,0.296
402,168.49000549316406,0.0
403,173.19000244140625,0.6249
404,173.19000244140625,0.0
405,173.19000244140625,0.8271
406,173.02999877929688,0.3818
407,174.5500030517578,0.2023
408,174.14999389648438,-0.0772
409,161.3800048828125,-0.0772
410,161.3800048828125,0.296
411,157.22000122070312,0.0
412,155.80999755859375,0.6369
413,153.83999633789062,0.0
414,160.6199951171875,0.4284
415,160.6199951171875,0.0
416,163.97999572753906,-0.4404
417,168.82000732421875,0.0
418,170.2100067138672,0.8176
419,174.07000732421875,0.8176
420,174.72000122070312,0.7096
421,175.60000610351562,0.2732
422,178.9600067138672,0.5719
423,177.77000427246094,0.2023
424,177.77000427246094,0.8176
425,174.61000061035156,0.0
426,174.61000061035156,0.5106
427,174.30999755859375,-0.296
428,178.44000244140625,0.0
429,178.44000244140625,0.8225
430,175.05999755859375,0.7184
431,175.05999755859375,0.516
432,175.05999755859375,-0.2732
433,171.8300018310547,0.3818
434,172.13999938964844,0.5994
435,165.75,0.8176
436,165.75,0.0356
437,167.66000366210938,0.0
438,170.39999389648438,0.5719
439,170.39999389648438,0.5319
440,165.07000732421875,0.0258
441,167.39999389648438,0.6497
442,167.39999389648438,0.7845
443,167.39999389648438,0.4019
444,167.22999572753906,0.5267
445,166.4199981689453,0.0
446,162.8800048828125,0.0
447,156.8000030517578,0.0
448,156.57000732421875,0.0
449,156.57000732421875,0.0
450,156.57000732421875,0.5859
451,163.63999938964844,0.0
452,163.63999938964844,0.0
453,157.64999389648438,0.4767
454,157.64999389648438,0.8542
455,157.64999389648438,0.0
456,157.64999389648438,0.0
457,157.9600067138672,0.7506
458,166.02000427246094,0.7906
459,156.77000427246094,0.296
460,156.77000427246094,0.5319
461,157.27999877929688,0.5319
462,157.27999877929688,-0.1779
463,152.05999755859375,0.0258
464,152.05999755859375,-0.2263
465,154.50999450683594,-0.296
466,154.50999450683594,-0.2263
467,147.11000061035156,0.5994
468,145.5399932861328,-0.2732
469,149.24000549316406,0.3818
470,149.24000549316406,0.6597
471,149.24000549316406,0.2023
472,140.82000732421875,0.2732
473,137.35000610351562,0.0
474,137.58999633789062,0.0
475,143.11000061035156,0.5267
476,143.11000061035156,0.6808
477,140.52000427246094,0.9015
478,140.52000427246094,0.7717
479,140.52000427246094,0.296
480,140.52000427246094,-0.1779
481,140.52000427246094,0.4588
482,143.77999877929688,0.4019
483,143.77999877929688,-0.296
484,149.63999938964844,0.5178
485,148.7100067138672,0.0
486,148.7100067138672,0.5574
487,146.13999938964844,-0.4588
488,148.7100067138672,0.0
489,148.7100067138672,0.4767
490,147.9600067138672,0.6486
491,147.9600067138672,-0.0516
492,137.1300048828125,0.4404
493,131.8800048828125,0.0
494,131.8800048828125,0.0
495,132.75999450683594,0.0
496,135.42999267578125,0.0
497,130.05999755859375,0.0
498,131.55999755859375,0.0
499,135.8699951171875,0.5859
500,135.8699951171875,0.34
501,135.8699951171875,0.5267
502,141.66000366210938,0.34
503,137.44000244140625,0.3182
504,137.44000244140625,0.0
505,137.44000244140625,0.8555
506,137.44000244140625,0.0
507,139.22999572753906,0.0
508,139.22999572753906,0.0
509,136.72000122070312,-0.5994
510,141.55999755859375,0.0
511,141.55999755859375,0.6705
512,141.55999755859375,0.7717
513,142.9199981689453,0.5106
514,142.9199981689453,0.5106
515,142.9199981689453,0.0
516,146.35000610351562,0.0772
517,146.35000610351562,0.9186
518,144.8699951171875,0.0
519,144.8699951171875,0.5106
520,144.8699951171875,0.3612
521,145.86000061035156,0.0
522,148.47000122070312,0.2023
523,150.1699981689453,0.8519
524,150.1699981689453,0.5739
525,150.1699981689453,0.0
526,147.07000732421875,-0.4767
527,151.0,0.6597
528,153.0399932861328,0.0
529,155.35000610351562,0.8797
530,155.35000610351562,-0.25
531,155.35000610351562,-0.0516
532,154.08999633789062,-0.6705
533,156.7899932861328,0.0
534,157.35000610351562,0.0
535,161.50999450683594,-0.6523
536,160.00999450683594,0.0
537,164.8699951171875,0.4019
538,164.8699951171875,0.3612
539,169.24000549316406,0.0
540,168.49000549316406,0.0
541,173.02999877929688,0.5574
542,174.14999389648438,-0.1531
543,171.52000427246094,0.2023
544,167.52999877929688,0.296
545,170.02999877929688,0.4939
546,158.91000366210938,0.296
547,158.91000366210938,0.4404
548,157.22000122070312,0.1027
549,154.52999877929688,0.4939
550,154.52999877929688,0.4939
551,155.9600067138672,0.4404
552,154.4600067138672,-0.4404
553,157.3699951171875,0.4019
554,157.3699951171875,0.0
555,163.42999267578125,0.3818
556,163.42999267578125,0.0
557,153.83999633789062,0.4019
558,153.83999633789062,0.0
559,153.83999633789062,0.0
560,153.83999633789062,-0.7096
561,152.3699951171875,-0.516
562,152.3699951171875,0.0
563,150.6999969482422,0.7906
564,160.6199951171875,-0.3182
565,160.6199951171875,-0.743
566,160.6199951171875,0.6486
567,160.6199951171875,0.0
568,160.6199951171875,0.0
569,160.6199951171875,0.0
570,163.97999572753906,0.2023
571,163.97999572753906,0.7184
572,163.97999572753906,0.9136
573,163.97999572753906,0.0
574,163.97999572753906,-0.0258
575,165.3800048828125,0.0
576,165.3800048828125,0.8176
577,165.3800048828125,0.5994
578,165.3800048828125,0.3818
579,165.3800048828125,0.8971
580,165.3800048828125,0.0
581,168.82000732421875,0.1779
582,168.82000732421875,0.802
583,168.82000732421875,0.0
584,170.2100067138672,0.4588
585,170.2100067138672,-0.4215
586,170.2100067138672,0.0
587,170.2100067138672,-0.6597
588,170.2100067138672,0.4019
589,174.07000732421875,-0.34
590,174.07000732421875,0.0
591,174.07000732421875,-0.1695
592,174.07000732421875,0.0
593,174.07000732421875,0.936
594,174.07000732421875,0.1027
595,174.07000732421875,-0.6486
596,174.72000122070312,0.0
597,174.72000122070312,-0.7579
598,174.72000122070312,0.3818
599,174.72000122070312,-0.2023
600,175.60000610351562,0.0
601,175.60000610351562,0.8176
602,175.60000610351562,0.0
603,178.9600067138672,0.2263
604,178.9600067138672,0.0
605,178.9600067138672,0.959
606,178.9600067138672,0.4404
607,178.9600067138672,0.0
608,178.9600067138672,0.0
609,178.9600067138672,0.296
610,178.9600067138672,0.4404
611,178.9600067138672,-0.4767
612,178.9600067138672,-0.3034
613,177.77000427246094,0.0
614,177.77000427246094,0.0
615,177.77000427246094,0.2263
616,174.61000061035156,0.9202
617,174.61000061035156,0.2023
618,174.30999755859375,-0.0103
619,174.30999755859375,-0.2023
620,174.30999755859375,0.8155
621,178.44000244140625,0.3818
622,178.44000244140625,0.2023
623,178.44000244140625,-0.2732
624,175.05999755859375,0.4404
625,171.8300018310547,-0.6523
626,171.8300018310547,0.0
627,171.8300018310547,0.2023
628,171.8300018310547,0.25
629,171.8300018310547,0.6808
630,172.13999938964844,0.0
631,172.13999938964844,0.2023
632,172.13999938964844,0.7845
633,172.13999938964844,0.0915
634,170.08999633789062,0.2263
635,170.08999633789062,0.2023
636,170.08999633789062,-0.6369
637,170.08999633789062,0.5719
638,170.08999633789062,0.5719
